Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power
0.9383383562640097,0.032120663700258505,0.014138954520579991,0.014364612748190805,0.007372505001286798
0.9270840588878005,0.05238609263924973,0.010068783333071828,0.011644466664544084,0.004329373883433647
0.8927245754861151,0.06348998585749345,0.019428870101197548,0.02232792481728935,0.009920879961060978
0.8607477173129613,0.09448410674413699,0.02530258552686847,0.024330382366507617,0.010783453645521674
0.8625054420498129,0.07514232268780194,0.03351936069276777,0.03385455722862305,0.012926550346815984
0.9476309479783501,0.03431330091060988,0.009724895460805792,0.010217598715918992,0.0035206248238307913
0.8144030561250377,0.1155144477673096,0.023116436260052126,0.034675901030136236,0.017046888446407855
0.8649329806772384,0.08227847650292476,0.023634095845478972,0.02733430939850529,0.011890960260269683
0.8629246268143153,0.08820051168432103,0.023260469392688627,0.02425486854331184,0.010133035774360921
0.9314747338931981,0.06401356068588165,0.01587786013027158,0.009960981625123407,0.005150847498542677
0.8764879498313638,0.09245233269457127,0.022413261459607686,0.0242705047265225,0.011055538116942067
0.8061066865109878,0.15093152169078386,0.02521439098858042,0.031538857602596226,0.01759802097145941
0.9001253251670802,0.0741208593499712,0.010660032271952951,0.011144894333363378,0.006319035887897078
0.9407782899932544,0.037352476077064795,0.011864963033922189,0.01600357378793155,0.007988663114274326
0.8986843057547256,0.0727125748099672,0.018104626165308103,0.013725855312786877,0.00800894944505273
0.9130007426546937,0.05130178719614303,0.022307846599966152,0.012282774210693584,0.005951652773235697
0.9838471148378614,0.013314289542579443,0.0025359166727749478,0.0029009545443075277,0.0018052690075957304
0.9416197577317187,0.0323269988982523,0.011757427369911666,0.01392649660530699,0.005259556491793053
0.8244685878654211,0.15562039986566156,0.03139068171799421,0.03145078683889333,0.009185601481030448
0.903388338402596,0.07729137373896941,0.01631837023262799,0.015741692686633772,0.008097211526547495
0.9457517343533782,0.033885706339869544,0.009593567333213763,0.008724080346629531,0.004189476060297495
0.8907832271114885,0.07873178164686156,0.013918719734788974,0.013626722422632138,0.007939176894644684
0.9301211326596117,0.04545373627630865,0.013415073735637257,0.011101317336574419,0.005193813051336687
0.9372924750898176,0.03479944833674284,0.014627481636903384,0.014954360370333077,0.007119309185338317
0.8630625700322933,0.09096934058380642,0.03161253431678237,0.02340990726917385,0.00931355179445155
0.8840779518609208,0.06843646319204649,0.03424319504891331,0.023210835648598663,0.00918849191538204
0.8493016034799415,0.07760795381657852,0.04634795876556128,0.027336286015468846,0.009421264504265104
0.8626354221232159,0.08743968495724025,0.028227321224501355,0.026229234440920422,0.011585381391130495
0.8676915261651278,0.08308079918049106,0.027664024050988282,0.0276702480157736,0.011226181807442273
0.92538141998746,0.044748707579923386,0.01745811498727366,0.012778703505034355,0.006068477525724819
0.923765873939275,0.048669120123772815,0.012445179384976234,0.016972838179747776,0.007566170647535039
0.8599166845123537,0.09599003546996794,0.031415309576839294,0.028848730217604517,0.010751559222007503
0.9197524086553452,0.03880456628214598,0.01921113164106234,0.018078709963415537,0.0073697840005256775
0.9029327959986768,0.07053465994648508,0.016230854355845672,0.012152092009796682,0.005462520191889125
0.8244615600163578,0.13209700517838893,0.026378186785562988,0.03382369692087629,0.01844156217403611
0.8112622596035722,0.10837309173484126,0.028782303608046077,0.03619401700180467,0.021582931805479266
0.8819047630596598,0.06797279611024787,0.026679133237812278,0.02769347076382018,0.012168087358338388
0.9255550510505153,0.04507795729333869,0.01462120172503994,0.020014320902887735,0.008566797806935894
0.9584730454871516,0.02318768845293664,0.009379484938394966,0.011063158983304762,0.004409492918687587
0.9558504435587566,0.03043095818856804,0.007313624364947019,0.006616975820751604,0.003228373595597327
0.9387951752274409,0.037784159683378886,0.010367198298234183,0.010530838741258907,0.005225896741402775
0.8852800513723977,0.1269826398889628,0.018890837423914363,0.01318679706205762,0.0064668496443097846
0.9505454353301246,0.033041223417098614,0.009128603454531429,0.010530520030429098,0.0036455938730894063
0.9048600065524474,0.054691250275150836,0.015803821174335524,0.025091652173885776,0.00771009548068561
0.8786546261808248,0.1234676019895794,0.023423687435160986,0.01861726112811915,0.009073995945673678
0.9124106693261699,0.058188624444318174,0.01885285738606298,0.01497458490301123,0.0065368746756696355
0.8528775774050948,0.0840131869382218,0.03698993666608305,0.023285351861322252,0.007970111591386919
0.8978688835994366,0.06864933793714185,0.016809205265607027,0.014143922136740176,0.006716988899063094
0.9760646263103833,0.014470966620108333,0.0046970194792774,0.003981806425857199,0.001744295727923141
0.9139558655340833,0.06966018900757268,0.01369797405364317,0.009886446084956063,0.004852884205750369
0.9547525312453088,0.022711796749816167,0.01621522263385739,0.007535103024095391,0.003908331183237639
0.9378401815218137,0.027106559146101095,0.022715776311724892,0.010795936077646435,0.004974668189060425
0.8373584260990609,0.11793216349565437,0.01786816797051919,0.023458989770531753,0.011045233412526919
0.964283985885727,0.02066994546104689,0.007447670727946148,0.007883213010595446,0.003961015402388763
0.8690312954418135,0.08549160971636101,0.024992553915725198,0.017106696333691353,0.008453398900586773
0.934754301138055,0.04819908077683569,0.007920691073501726,0.011536208184714538,0.0059199479530047255
0.9221048078119933,0.05453966967112335,0.010088990600475831,0.012307995413511671,0.005506711173709027
0.9160411765536309,0.04093805045316747,0.017653427037829714,0.022100057122399274,0.007095364599324354
0.9328194470456186,0.04692576103989857,0.017883324141447485,0.008577734896109676,0.004016278892440663
0.9474285573167277,0.04515375699171885,0.008640709351124487,0.006600557195026015,0.003059600356702391
0.9555587941027045,0.02518332129574562,0.01160631567631059,0.005986401095960305,0.0029842134092372434
0.7980713480659549,0.1395219847866336,0.03841425872155702,0.03226263026794321,0.012121080851187455
0.8546662213182358,0.07658634822849889,0.029527795771763735,0.03677076722234839,0.009622951071856421
0.8941588529915424,0.06214162433064247,0.025658356080935522,0.01558588247363414,0.007944701759692158
0.91233017834905,0.10492664136605899,0.013238270147287524,0.012434346038299035,0.005100740823942069
0.858219174905813,0.08621194350798973,0.025652134466550344,0.02166560457444389,0.010256710561965822
0.907176337341193,0.05422087091311206,0.017442392487756163,0.017721219817534092,0.0065136627985725015
0.9358371970366258,0.05219189174783989,0.00923788647246179,0.012670544531733536,0.004225039815237606
0.8649463313082896,0.09156883092267327,0.025566111574467806,0.023678521391931977,0.010347013101527741
0.924725821808014,0.04381661743599254,0.012695924398706227,0.014645708947405675,0.007055271131089966
0.8806197079856528,0.07865293357639577,0.012704354255831787,0.029389996051139154,0.010991916162793252
