Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power
0.9011786162183784,0.034689539155869135,0.02402567711814839,0.020872011192002816,0.01923415631560125
0.8426616351405692,0.05136814891005924,0.039221591344284164,0.03781783039284394,0.028930794212243587
0.9118335545788699,0.03606282648582055,0.019360514845287904,0.019393337025256648,0.013349767064764756
0.9026536536035726,0.04244486579583505,0.02020176616427533,0.01933919933879142,0.01536051509752542
0.7068509241888012,0.1216509460539191,0.05862251840850981,0.056556751772646435,0.05631885957612355
0.8214460790484892,0.07147889618150177,0.03179548527492914,0.03846861650772258,0.036810922987357324
0.8971171549134421,0.046773233066486154,0.017951169118509264,0.01891033941544109,0.019248103486121586
0.9134480884628252,0.02325687757030763,0.0195012503543609,0.01884344690831171,0.02495033670419434
0.8572030212923172,0.06942549144040767,0.021609498599432203,0.02988080351872922,0.021881185149113625
0.8897168374861001,0.03529207599676421,0.024426282569105333,0.026029640432354853,0.024535163515675383
0.9143903926240329,0.01795159934645028,0.033120679983536926,0.019628243585926526,0.014909084460053441
0.5805630956829989,0.09506547362412122,0.1814142579170272,0.06924519399963716,0.07371197877621537
0.7535682508501453,0.12657349219428943,0.040473673660260424,0.03292861844435361,0.04645596485095108
0.9441326721839614,0.03702750273473518,0.00923718185017651,0.005484822294301591,0.0041178209368254405
0.8781918995101214,0.020580115594472013,0.03467549791399289,0.038285194687414766,0.02826729229399887
0.5554163859266462,0.038339157126071985,0.17253547650444995,0.11415787136266695,0.11955110908016509
0.3916076948688848,0.07633978373408518,0.11282341561407254,0.19457126429209162,0.2246578414908658
0.3870475346965668,0.07445383152444242,0.12192007282547669,0.19287200204197347,0.22370655891154057
0.3358332159638585,0.06688086739457955,0.22952457241927746,0.20254118820563363,0.1652201560166507
0.7463239042497145,0.051526252989199696,0.09737742804186487,0.057279261696677325,0.04749315302254341
0.8819392554864408,0.03467836136526943,0.04562531589241115,0.019931506387246202,0.01782556086863242
0.763703524153065,0.07694806041984638,0.0856026367321567,0.04490273924749539,0.028843039447436568
0.9029908003760874,0.03121628948522338,0.04375596235309812,0.013474985143288147,0.008561962642302986
0.8522207107486567,0.05890502417484348,0.04660623597910371,0.02414173082126149,0.018126298276134593
0.908726727373809,0.041750152029667996,0.023600232890052412,0.015514544554259609,0.010408343152210847
0.8540016385456107,0.05270366236305009,0.04560061080839968,0.02683834549541838,0.02085574278752125
0.7729371323580707,0.1311386715928311,0.029286513970035653,0.035280733232429945,0.03135694884663261
0.9328089628043064,0.016610745878195936,0.016549218714600158,0.019061688064387374,0.014969384538510207
0.822768156683917,0.059029834521842246,0.0527314519323667,0.03629768546108625,0.02917287140078798
0.8063736536811056,0.0694865777399829,0.06350384129372294,0.03555156125718939,0.02508436602799916
0.943005037321296,0.022021427264037812,0.01336223335039938,0.012675616362453882,0.008935685701812817
0.8924169705845691,0.04376514752873518,0.021797278906173348,0.024565312378861143,0.01745529060166124
0.9123936137393028,0.03213162108061821,0.026975519086655752,0.017838387122638615,0.010660858970784436
0.8866770972228907,0.028200497899283354,0.04935342714752609,0.019522594488434526,0.016246383241865375
0.8228646139161273,0.07606391541850901,0.049314614958531844,0.024922375060074522,0.026834480646757232
0.7847857828610825,0.09629216668115237,0.05993157009922815,0.03528783376161892,0.023702646596918342
0.7427154091232294,0.10413228039778484,0.07130422753457484,0.04547775815582631,0.0363703247885845
0.8727408003473152,0.05132752716884495,0.027782065673908136,0.026021600419962328,0.022128006389969507
0.862933330753756,0.0479447930541377,0.03620914031298978,0.02841126818144547,0.024501467697671177
0.8400240144149126,0.06030729609681823,0.03256562523189554,0.03527745708068342,0.031825607175690294
0.9111711790271141,0.030514727593607127,0.02807771201183878,0.018389623512548463,0.011846757854891391
0.8845764366223411,0.03801002429792234,0.018869356631266338,0.03171485614393165,0.02682932630453858
0.8864866516328992,0.0340690709818471,0.019932395100157416,0.03313927795655374,0.026372604328542732
0.8765979410900184,0.04151595880902296,0.03715351243057846,0.02519513633370923,0.01953745133667072
0.8175568862977076,0.07323013562101598,0.04770178993993622,0.03625942384195029,0.025251764299389974
0.8352347712591802,0.07353234595969724,0.03095096945048552,0.03529650804734112,0.024985405283295757
